年度,地區別,果品類別,種植株數,收穫株數,種植面積_公頃,收穫面積_公頃,每株平均產量_公斤,每公頃平均產量_公斤,產量_公噸
2019,福建省,其他雜柑類,SUM(D312:D313),SUM(E312:E313),SUM(F312:F313),SUM(G312:G313),"IF(E311=0,0,ROUND(J311/E311*1000,2))","IF(G311=0,0,ROUND(J311/G311*1000,2))",SUM(J312:J313)
2019,金門縣,其他雜柑類,0,0,0,0,0,0,0
2019,連江縣,其他雜柑類,0,0,0,0,0,0,0
2019,新北市,龍眼,102,77,0.36,0.26,30.78,9115.38,2.37
2019,台北市,龍眼,347,347,1.57,1.57,25.54,5644.59,8.862
2019,桃園市,龍眼,25,25,0.1,0.1,5,1250,0.125
2019,台中市,龍眼,496634,495293,2203.76,2197.16,12.4,2795.8,6142.813
2019,台南市,龍眼,1149519,1148811,3769.03,3766.67,3.3,1005.56,3787.627
2019,高雄市,龍眼,250270,250270,1528.11,1528.11,6.41,1050.6,1605.435
2019,臺灣省,龍眼,SUM(D321:D334),SUM(E321:E334),SUM(F321:F334),SUM(G321:G334),"IF(E320=0,0,ROUND(J320/E320*1000,2))","IF(G320=0,0,ROUND(J320/G320*1000,2))",SUM(J321:J334)
2019,宜蘭縣,龍眼,2815,2287,10.08,8.32,25.74,7076.32,58.875
2019,新竹縣,龍眼,2827,2827,10,10,11.04,3120.8,31.208
2019,苗栗縣,龍眼,17629,17629,62.65,62.65,15.31,4308.72,269.941
2019,彰化縣,龍眼,195607,195607,673.52,673.52,10.59,3076,2071.747
2019,南投縣,龍眼,262590,262590,1330.57,1330.57,5.01,989.33,1316.373
2019,雲林縣,龍眼,8018,8018,31.19,31.19,22.09,5678.97,177.127
2019,嘉義縣,龍眼,211505,211505,1004.57,1004.57,11.9,2506.3,2517.755
2019,屏東縣,龍眼,2595,2595,12.88,12.88,9.67,1949.07,25.104
2019,台東縣,龍眼,6091,6091,18.49,18.49,17.09,5628.83,104.077
2019,花蓮縣,龍眼,2507,993,9.47,3.58,15.84,4394.13,15.731
2019,澎湖縣,龍眼,0,0,0,0,0,0,0
2019,基隆市,龍眼,0,0,0,0,0,0,0
2019,新竹市,龍眼,0,0,0,0,0,0,0
2019,嘉義市,龍眼,11487,11487,39.75,39.75,10,2889.81,114.87
2019,福建省,龍眼,SUM(D336:D337),SUM(E336:E337),SUM(F336:F337),SUM(G336:G337),"IF(E335=0,0,ROUND(J335/E335*1000,2))","IF(G335=0,0,ROUND(J335/G335*1000,2))",SUM(J336:J337)
2019,金門縣,龍眼,294,294,0.42,0.42,2.4,1678.57,0.705
2019,連江縣,龍眼,0,0,0,0,0,0,0
2019,新北市,芒果,730,647,1.63,1.44,15.94,7163.89,10.316
2019,台北市,芒果,0,0,0,0,0,0,0
2019,桃園市,芒果,911,273,1.94,0.67,24.26,9885.07,6.623
2019,台中市,芒果,44493,43611,121.28,118.53,25.6,9418.94,1116.427
2019,台南市,芒果,3461116,3459381,7243.63,7239.96,22.68,10836.23,78453.853
2019,高雄市,芒果,608548,607751,1892.83,1890.5,25,8036.15,15192.336
2019,臺灣省,芒果,SUM(D345:D358),SUM(E345:E358),SUM(F345:F358),SUM(G345:G358),"IF(E344=0,0,ROUND(J344/E344*1000,2))","IF(G344=0,0,ROUND(J344/G344*1000,2))",SUM(J345:J358)
2019,宜蘭縣,芒果,2718,2635,7.5,7.23,33.81,12320.75,89.079
2019,新竹縣,芒果,830,830,2.65,2.65,22.08,6916.98,18.33
2019,苗栗縣,芒果,5786,3453,15.05,9.52,25.93,9404.73,89.533
2019,彰化縣,芒果,55924,55442,142.03,141.03,25.39,9983.29,1407.944
2019,南投縣,芒果,38349,38157,96.17,95.72,31.18,12431.06,1189.901
2019,雲林縣,芒果,47709,46822,113.08,111.27,22.08,9292.52,1033.979
2019,嘉義縣,芒果,140653,139935,322.93,321.18,27.82,12122.25,3893.423
2019,屏東縣,芒果,2227276,2176591,5819.71,5702.61,28.2,10763.49,61379.984
2019,台東縣,芒果,130551,125703,316.84,305.86,25.71,10567.82,3232.274
2019,花蓮縣,芒果,54325,24776,124.67,58.17,13.45,5728.31,333.216
2019,澎湖縣,芒果,12,0,0.03,0,0,0,0
2019,基隆市,芒果,30,30,0.1,0.1,16,4800,0.48
2019,新竹市,芒果,410,410,0.9,0.9,25.22,11488.89,10.34
2019,嘉義市,芒果,10431,10431,23.97,23.97,31.92,13892.66,333.007
2019,福建省,芒果,SUM(D360:D361),SUM(E360:E361),SUM(F360:F361),SUM(G360:G361),"IF(E359=0,0,ROUND(J359/E359*1000,2))","IF(G359=0,0,ROUND(J359/G359*1000,2))",SUM(J360:J361)
2019,金門縣,芒果,0,0,0,0,0,0,0
2019,連江縣,芒果,0,0,0,0,0,0,0
2019,新北市,檳榔,1393022,1386411,855.07,850.64,1.55,2518.16,2142.044
2019,台北市,檳榔,12650,12650,8.72,8.72,1.54,2235.78,19.496
2019,桃園市,檳榔,12034,12034,11.86,11.86,1.53,1550.51,18.389
2019,台中市,檳榔,1648853,1644353,1205.76,1202.01,2.07,2837.91,3411.193
2019,台南市,檳榔,747616,747616,481.7,481.7,1.76,2735.92,1317.895
2019,高雄市,檳榔,793129,793129,491.8,491.8,2.01,3233.96,1590.462
2019,臺灣省,檳榔,SUM(D369:D382),SUM(E369:E382),SUM(F369:F382),SUM(G369:G382),"IF(E368=0,0,ROUND(J368/E368*1000,2))","IF(G368=0,0,ROUND(J368/G368*1000,2))",SUM(J369:J382)
2019,宜蘭縣,檳榔,292557,291957,186.62,186.22,1.07,1675.53,312.018
2019,新竹縣,檳榔,297806,293591,203.05,200.24,2.37,3474.5,695.734
2019,苗栗縣,檳榔,534121,534121,358,358,1.23,1832,655.856
2019,彰化縣,檳榔,100488,100488,64.47,64.47,2.21,3450.46,222.451
2019,南投縣,檳榔,18598611,18598611,13194.78,13194.78,1.82,2560.58,33786.289
2019,雲林縣,檳榔,955430,955430,786.12,786.12,2.04,2483.77,1952.544
2019,嘉義縣,檳榔,11120077,11117779,7552.43,7550.93,1.42,2094.75,15817.318
2019,屏東縣,檳榔,19127911,18512546,11266.71,10902.07,1.66,2819.24,30735.524
2019,台東縣,檳榔,2124342,2124342,1398.27,1398.27,1.59,2417.52,3380.348
2019,花蓮縣,檳榔,5384718,4660229,3837.56,3170.17,1.62,2384.52,7559.318
2019,澎湖縣,檳榔,0,0,0,0,0,0,0
2019,基隆市,檳榔,3597,3597,2.45,2.45,2,2936.33,7.194
2019,新竹市,檳榔,0,0,0,0,0,0,0
2019,嘉義市,檳榔,71401,71401,59.9,59.9,2,2384.01,142.802
2019,福建省,檳榔,SUM(D384:D385),SUM(E384:E385),SUM(F384:F385),SUM(G384:G385),"IF(E383=0,0,ROUND(J383/E383*1000,2))","IF(G383=0,0,ROUND(J383/G383*1000,2))",SUM(J384:J385)
2019,金門縣,檳榔,0,0,0,0,0,0,0
2019,連江縣,檳榔,0,0,0,0,0,0,0
2019,新北市,番石榴,38469,37544,55.15,53.61,15.89,11131.37,596.753
2019,台北市,番石榴,2106,2106,3.35,3.35,14.37,9031.34,30.255
2019,桃園市,番石榴,17584,13838,29.05,22.84,15.78,9562,218.396
2019,台中市,番石榴,89075,87291,129.6,127.17,26.48,18175.94,2311.434
2019,台南市,番石榴,1198472,1196656,1499.21,1496.94,28.27,22596.2,33825.158
2019,高雄市,番石榴,2089619,2052118,2710.88,2661.62,31.63,24389.6,64915.846
2019,臺灣省,番石榴,SUM(D393:D406),SUM(E393:E406),SUM(F393:F406),SUM(G393:G406),"IF(E392=0,0,ROUND(J392/E392*1000,2))","IF(G392=0,0,ROUND(J392/G392*1000,2))",SUM(J393:J406)
2019,宜蘭縣,番石榴,120080,118580,210.14,207.17,38.48,22023.85,4562.682
2019,新竹縣,番石榴,12617,12497,19.17,18.94,26.65,17584.21,333.045
2019,苗栗縣,番石榴,27932,27786,44.27,44.07,29.58,18648.54,821.841
2019,彰化縣,番石榴,1103317,1075289,1299.91,1265.72,33.48,28444.3,36002.525
2019,南投縣,番石榴,122439,121480,177.95,176.5,36.61,25199.89,4447.78
2019,雲林縣,番石榴,207992,205634,303.96,300.68,33.99,23247.9,6990.178
2019,嘉義縣,番石榴,256658,243869,359.06,340.74,29.92,21413.07,7296.29
2019,屏東縣,番石榴,326565,316894,535.63,520.02,43.05,26235.37,13642.919
2019,台東縣,番石榴,68163,67673,107.72,107.02,25.84,16337.45,1748.434
2019,花蓮縣,番石榴,48571,42257,75.58,65.62,22.42,14437.09,947.362
2019,澎湖縣,番石榴,3381,3381,5.45,5.45,9.18,5697.61,31.052
2019,基隆市,番石榴,63,63,0.1,0.1,15.11,9520,0.952
2019,新竹市,番石榴,2059,2059,3.26,3.26,25.49,16098.77,52.482
2019,嘉義市,番石榴,8295,8295,11.16,11.16,29.72,22091.85,246.545
2019,福建省,番石榴,SUM(D408:D409),SUM(E408:E409),SUM(F408:F409),SUM(G408:G409),"IF(E407=0,0,ROUND(J407/E407*1000,2))","IF(G407=0,0,ROUND(J407/G407*1000,2))",SUM(J408:J409)
2019,金門縣,番石榴,1170,1170,1.17,1.17,13.33,13329.91,15.596
2019,連江縣,番石榴,0,0,0,0,0,0,0
2019,新北市,李,1052,1045,2.45,2.43,10.62,4565.02,11.093
2019,台北市,李,0,0,0,0,0,0,0
2019,桃園市,李,1040,940,7.4,6.4,18.3,2687.5,17.2
2019,台中市,李,102812,102812,257.02,257.02,19.95,7978.79,2050.708
2019,台南市,李,405,405,0.9,0.9,20,9000,8.1
2019,高雄市,李,64302,64302,166.85,166.85,3.4,1310.6,218.673
2019,臺灣省,李,SUM(D417:D430),SUM(E417:E430),SUM(F417:F430),SUM(G417:G430),"IF(E416=0,0,ROUND(J416/E416*1000,2))","IF(G416=0,0,ROUND(J416/G416*1000,2))",SUM(J417:J430)
2019,宜蘭縣,李,11096,11079,22.3,22.25,28.22,14053.62,312.693
2019,新竹縣,李,11512,11512,30.46,30.46,26.87,10154.89,309.318
2019,苗栗縣,李,190673,190673,514.09,514.09,11.13,4127.55,2121.931
2019,彰化縣,李,680,680,1.4,1.4,20,9714.29,13.6
2019,南投縣,李,93090,93090,223.47,223.47,14.9,6206.17,1386.892
2019,雲林縣,李,100,100,0.5,0.5,20,4000,2
2019,嘉義縣,李,5379,5379,15.6,15.6,21.21,7314.42,114.105
2019,屏東縣,李,2589,2589,7.33,7.33,20.72,7318.28,53.643
2019,台東縣,李,63189,63189,151.47,151.47,19.29,8047.53,1218.959
2019,花蓮縣,李,17735,13350,45.12,33.89,18.79,7402.27,250.863
2019,澎湖縣,李,0,0,0,0,0,0,0
2019,基隆市,李,0,0,0,0,0,0,0
2019,新竹市,李,0,0,0,0,0,0,0
2019,嘉義市,李,0,0,0,0,0,0,0
2019,福建省,李,SUM(D432:D433),SUM(E432:E433),SUM(F432:F433),SUM(G432:G433),"IF(E431=0,0,ROUND(J431/E431*1000,2))","IF(G431=0,0,ROUND(J431/G431*1000,2))",SUM(J432:J433)
2019,金門縣,李,0,0,0,0,0,0,0
2019,連江縣,李,0,0,0,0,0,0,0
2019,新北市,桃,2898,1739,5.34,3.68,14.5,6850,25.208
2019,台北市,桃,0,0,0,0,0,0,0
2019,桃園市,桃,62369,62349,249.15,249.13,19.97,4997.33,1244.985
2019,台中市,桃,455716,455656,1192.24,1192.09,23.3,8906.61,10617.479
2019,台南市,桃,546,546,1.29,1.29,25.93,10975.19,14.158
2019,高雄市,桃,26599,26599,88.15,88.15,10.87,3278.74,289.021
2019,臺灣省,桃,SUM(D441:D454),SUM(E441:E454),SUM(F441:F454),SUM(G441:G454),"IF(E440=0,0,ROUND(J440/E440*1000,2))","IF(G440=0,0,ROUND(J440/G440*1000,2))",SUM(J441:J454)
2019,宜蘭縣,桃,9423,8904,27.98,26.27,30.93,10484.2,275.42
2019,新竹縣,桃,51385,51385,170.93,170.93,28.72,8632.93,1475.627
2019,苗栗縣,桃,29615,29615,81.22,81.22,19.98,7286.89,591.841
2019,彰化縣,桃,4177,4177,10.44,10.44,19.76,7906.7,82.546
2019,南投縣,桃,39473,39473,119.6,119.6,19.94,6581.92,787.198
2019,雲林縣,桃,2141,2141,6.57,6.57,20.05,6535.01,42.935
2019,嘉義縣,桃,8510,8510,24.95,24.95,33.18,11318.56,282.398
2019,屏東縣,桃,2040,2040,5.86,5.86,21.16,7366.89,43.17
2019,台東縣,桃,10298,10298,28.64,28.64,18.92,6802.51,194.824
2019,花蓮縣,桃,12229,11664,33.43,31.87,17.51,6409.26,204.263
2019,澎湖縣,桃,0,0,0,0,0,0,0
2019,基隆市,桃,5,5,0.01,0.01,14,7000,0.07
2019,新竹市,桃,3,3,0.01,0.01,29,8700,0.087
2019,嘉義市,桃,0,0,0,0,0,0,0
2019,福建省,桃,SUM(D456:D457),SUM(E456:E457),SUM(F456:F457),SUM(G456:G457),"IF(E455=0,0,ROUND(J455/E455*1000,2))","IF(G455=0,0,ROUND(J455/G455*1000,2))",SUM(J456:J457)
2019,金門縣,桃,0,0,0,0,0,0,0
2019,連江縣,桃,0,0,0,0,0,0,0
2019,新北市,柿,5604,4776,14.53,12.32,14.67,5687.34,70.068
2019,台北市,柿,1210,1210,4.98,4.98,25.45,6182.73,30.79
2019,桃園市,柿,20925,20925,69.75,69.75,20,6000,418.5
2019,台中市,柿,1043269,1043213,3413.04,3412.84,26.68,8156.41,27836.519
2019,台南市,柿,1015,1015,2.91,2.91,21.48,7491.07,21.799
2019,高雄市,柿,7215,7215,24,24,15.61,4693.83,112.652
2019,臺灣省,柿,SUM(D465:D478),SUM(E465:E478),SUM(F465:F478),SUM(G465:G478),"IF(E464=0,0,ROUND(J464/E464*1000,2))","IF(G464=0,0,ROUND(J464/G464*1000,2))",SUM(J465:J478)
2019,宜蘭縣,柿,6468,6391,19.1,18.86,36.75,12451.91,234.843
2019,新竹縣,柿,84538,84367,274.32,273.75,21.66,6674.82,1827.233
2019,苗栗縣,柿,145042,145042,473.11,473.11,25.12,7699.54,3642.73
2019,彰化縣,柿,936,936,2.88,2.88,26.39,8576.39,24.7
2019,南投縣,柿,65809,65084,198.03,195.73,13.01,4327.03,846.929
2019,雲林縣,柿,3386,3386,10.6,10.6,29.9,9550.19,101.232
2019,嘉義縣,柿,95570,95570,468.81,468.81,35.27,7189.76,3370.631
2019,屏東縣,柿,32,32,0.1,0.1,22.5,7200,0.72
2019,台東縣,柿,27637,27637,94.91,94.91,25.89,7538.93,715.52
2019,花蓮縣,柿,13868,13458,47.87,46.44,19.86,5755.81,267.3
2019,澎湖縣,柿,0,0,0,0,0,0,0
2019,基隆市,柿,0,0,0,0,0,0,0
2019,新竹市,柿,0,0,0,0,0,0,0
2019,嘉義市,柿,0,0,0,0,0,0,0
2019,福建省,柿,SUM(D480:D481),SUM(E480:E481),SUM(F480:F481),SUM(G480:G481),"IF(E479=0,0,ROUND(J479/E479*1000,2))","IF(G479=0,0,ROUND(J479/G479*1000,2))",SUM(J480:J481)
2019,金門縣,柿,0,0,0,0,0,0,0
2019,連江縣,柿,0,0,0,0,0,0,0
2019,新北市,木瓜,5150,4496,3.36,2.88,12.02,18756.94,54.02
2019,台北市,木瓜,4428,4428,3.08,3.08,9.89,14224.03,43.81
2019,桃園市,木瓜,3411,2709,3.95,3.21,22.96,19379.75,62.209
2019,台中市,木瓜,27965,24615,16.41,14.46,25.21,42919.85,620.621
2019,台南市,木瓜,1286410,1285018,741.32,740.45,28.63,49678.03,36784.1
2019,高雄市,木瓜,502567,444847,280.76,249.09,31,55363.8,13790.569
2019,臺灣省,木瓜,SUM(D489:D502),SUM(E489:E502),SUM(F489:F502),SUM(G489:G502),"IF(E488=0,0,ROUND(J488/E488*1000,2))","IF(G488=0,0,ROUND(J488/G488*1000,2))",SUM(J489:J502)
2019,宜蘭縣,木瓜,11138,11138,7.68,7.68,17.84,25873.31,198.707
2019,新竹縣,木瓜,10526,9866,7.18,6.81,26.8,38828.19,264.42
2019,苗栗縣,木瓜,48445,48445,30.26,30.26,20.93,33510.18,1014.018
2019,彰化縣,木瓜,71019,67869,40.59,38.84,22.34,39044.85,1516.502
2019,南投縣,木瓜,633318,579618,360.51,330.46,24.66,43261.03,14296.04
2019,雲林縣,木瓜,329756,326028,191.38,189.24,27.75,47813.83,9048.289
2019,嘉義縣,木瓜,440823,420327,247.26,236.28,23.3,41457.2,9795.507
2019,屏東縣,木瓜,1147024,1109851,685.11,663.67,28.26,47261.44,31366.001
2019,台東縣,木瓜,77224,75771,57.65,56.82,20.75,27676.98,1572.606
2019,花蓮縣,木瓜,94667,83256,53.43,46.53,14.76,26408.47,1228.786
2019,澎湖縣,木瓜,1120,1120,1.63,1.63,8.87,6095.71,9.936
2019,基隆市,木瓜,0,0,0,0,0,0,0
2019,新竹市,木瓜,532,532,0.31,0.31,26.61,45667.74,14.157
2019,嘉義市,木瓜,19830,19830,11.13,11.13,29.53,52616.17,585.618
2019,福建省,木瓜,SUM(D504:D505),SUM(E504:E505),SUM(F504:F505),SUM(G504:G505),"IF(E503=0,0,ROUND(J503/E503*1000,2))","IF(G503=0,0,ROUND(J503/G503*1000,2))",SUM(J504:J505)
2019,金門縣,木瓜,540,540,0.27,0.27,10.44,20877.78,5.637
2019,連江縣,木瓜,0,0,0,0,0,0,0
2019,新北市,蓮霧,344,56,1.34,0.16,20,7000,1.12
2019,台北市,蓮霧,922,922,3.68,3.68,23.1,5788.04,21.3
2019,桃園市,蓮霧,18,9,0.06,0.03,12,3600,0.108
2019,台中市,蓮霧,2837,2837,11.23,11.23,47.09,11896.08,133.593
2019,台南市,蓮霧,7902,7854,31.49,31.34,39.46,9888.16,309.895
2019,高雄市,蓮霧,102033,102030,408.69,408.68,56.56,14120.31,5770.688
2019,臺灣省,蓮霧,SUM(D513:D526),SUM(E513:E526),SUM(F513:F526),SUM(G513:G526),"IF(E512=0,0,ROUND(J512/E512*1000,2))","IF(G512=0,0,ROUND(J512/G512*1000,2))",SUM(J513:J526)
2019,宜蘭縣,蓮霧,42962,27135,158.14,94.83,58.83,16833.6,1596.33
2019,新竹縣,蓮霧,434,434,1.74,1.74,38.24,9536.78,16.594
2019,苗栗縣,蓮霧,483,483,1.91,1.91,29.05,7346.07,14.031
2019,彰化縣,蓮霧,1236,1236,4.73,4.73,24.93,6513.95,30.811
2019,南投縣,蓮霧,19933,19933,80.48,80.48,39.21,9710.6,781.509
2019,雲林縣,蓮霧,6655,6655,23.03,23.03,28.64,8276.29,190.603
2019,嘉義縣,蓮霧,52005,51880,207.8,207.3,70.39,17615.71,3651.736
2019,屏東縣,蓮霧,667858,665279,2264.43,2255.41,66.69,19670.79,44365.686
2019,台東縣,蓮霧,1156,1156,5.49,5.49,36.98,7786.52,42.748
2019,花蓮縣,蓮霧,11931,4336,48.04,17.67,15.91,3904.07,68.985
2019,澎湖縣,蓮霧,0,0,0,0,0,0,0
2019,基隆市,蓮霧,211,211,0.44,0.44,14.85,7120.45,3.133
2019,新竹市,蓮霧,0,0,0,0,0,0,0
2019,嘉義市,蓮霧,564,564,2.35,2.35,26.6,6382.98,15
2019,福建省,蓮霧,SUM(D528:D529),SUM(E528:E529),SUM(F528:F529),SUM(G528:G529),"IF(E527=0,0,ROUND(J527/E527*1000,2))","IF(G527=0,0,ROUND(J527/G527*1000,2))",SUM(J528:J529)
2019,金門縣,蓮霧,0,0,0,0,0,0,0
2019,連江縣,蓮霧,0,0,0,0,0,0,0
2019,新北市,葡萄,43,43,0.03,0.03,31.4,45000,1.35
2019,台北市,葡萄,0,0,0,0,0,0,0
2019,桃園市,葡萄,12099,12099,5.1,5.1,14.42,34206.27,174.452
2019,台中市,葡萄,622642,622642,506.34,506.34,23.78,29243.3,14807.054
2019,台南市,葡萄,6547,6547,3.48,3.48,15.56,29264.66,101.841
2019,高雄市,葡萄,4785,4785,3.96,3.96,21.31,25744.95,101.95
2019,臺灣省,葡萄,SUM(D537:D550),SUM(E537:E550),SUM(F537:F550),SUM(G537:G550),"IF(E536=0,0,ROUND(J536/E536*1000,2))","IF(G536=0,0,ROUND(J536/G536*1000,2))",SUM(J537:J550)
2019,宜蘭縣,葡萄,1113,1094,1.24,1.22,34.05,30533.61,37.251
2019,新竹縣,葡萄,420,420,0.74,0.74,24.43,13864.86,10.26
2019,苗栗縣,葡萄,554298,554298,463.91,463.91,28.11,33580.97,15578.546
2019,彰化縣,葡萄,2199878,2199878,1300.48,1300.48,21.54,36433.6,47381.168
2019,南投縣,葡萄,426057,426057,412.16,412.16,23.62,24413.05,10062.083
2019,雲林縣,葡萄,2749,2749,5.02,5.02,26.63,14581.27,73.198
2019,嘉義縣,葡萄,5031,5031,6.79,6.79,31.9,23637.26,160.497
2019,屏東縣,葡萄,345,345,0.7,0.7,82.65,40732.86,28.513
2019,台東縣,葡萄,7575,7575,4.79,4.79,15.43,24405.64,116.903
2019,花蓮縣,葡萄,0,0,0,0,0,0,0
2019,澎湖縣,葡萄,0,0,0,0,0,0,0
2019,基隆市,葡萄,0,0,0,0,0,0,0
2019,新竹市,葡萄,0,0,0,0,0,0,0
2019,嘉義市,葡萄,0,0,0,0,0,0,0
2019,福建省,葡萄,SUM(D552:D553),SUM(E552:E553),SUM(F552:F553),SUM(G552:G553),"IF(E551=0,0,ROUND(J551/E551*1000,2))","IF(G551=0,0,ROUND(J551/G551*1000,2))",SUM(J552:J553)
2019,金門縣,葡萄,0,0,0,0,0,0,0
2019,連江縣,葡萄,0,0,0,0,0,0,0
2019,新北市,枇杷,15,0,0.04,0,0,0,0
2019,台北市,枇杷,13,13,0.04,0.04,17,5525,0.221
2019,桃園市,枇杷,4674,4674,7.79,7.79,12,7200,56.088
2019,台中市,枇杷,353181,353181,806.2,806.2,10.58,4636.61,3738.037
2019,台南市,枇杷,14,14,0.03,0.03,13,6066.67,0.182
2019,高雄市,枇杷,144,144,0.41,0.41,22.64,7951.22,3.26
2019,臺灣省,枇杷,SUM(D561:D574),SUM(E561:E574),SUM(F561:F574),SUM(G561:G574),"IF(E560=0,0,ROUND(J560/E560*1000,2))","IF(G560=0,0,ROUND(J560/G560*1000,2))",SUM(J561:J574)
2019,宜蘭縣,枇杷,1980,1980,4.95,4.95,19.94,7975.76,39.48
2019,新竹縣,枇杷,445,355,0.98,0.78,13.3,6051.28,4.72
2019,苗栗縣,枇杷,17264,17264,39.98,39.98,15.92,6875.36,274.877
2019,彰化縣,枇杷,25,25,0.05,0.05,15,7500,0.375
2019,南投縣,枇杷,50717,50597,125.25,124.95,8.5,3443.91,430.316
2019,雲林縣,枇杷,92,92,0.2,0.2,11,5060,1.012
2019,嘉義縣,枇杷,40,40,0.1,0.1,15,6000,0.6
2019,屏東縣,枇杷,0,0,0,0,0,0,0
2019,台東縣,枇杷,59555,56816,157.9,149.6,10.63,4036.56,603.87
2019,花蓮縣,枇杷,2345,1970,5.32,4.52,15.3,6667.7,30.138
2019,澎湖縣,枇杷,0,0,0,0,0,0,0
2019,基隆市,枇杷,0,0,0,0,0,0,0
2019,新竹市,枇杷,0,0,0,0,0,0,0
2019,嘉義市,枇杷,0,0,0,0,0,0,0
2019,福建省,枇杷,SUM(D576:D577),SUM(E576:E577),SUM(F576:F577),SUM(G576:G577),"IF(E575=0,0,ROUND(J575/E575*1000,2))","IF(G575=0,0,ROUND(J575/G575*1000,2))",SUM(J576:J577)
2019,金門縣,枇杷,0,0,0,0,0,0,0
2019,連江縣,枇杷,0,0,0,0,0,0,0
2019,新北市,梅,170,170,0.36,0.36,8.51,4016.67,1.446
2019,台北市,梅,123,123,0.55,0.55,15,3354.55,1.845
2019,桃園市,梅,513,513,1.71,1.71,10,3000,5.13
2019,台中市,梅,30944,30878,103.03,102.83,12.49,3750.11,385.624
2019,台南市,梅,97487,97487,323.18,323.18,9.9,2985.24,964.771
2019,高雄市,梅,378049,378049,1397.26,1397.26,7.48,2023.65,2827.567
2019,臺灣省,梅,SUM(D585:D598),SUM(E585:E598),SUM(F585:F598),SUM(G585:G598),"IF(E584=0,0,ROUND(J584/E584*1000,2))","IF(G584=0,0,ROUND(J584/G584*1000,2))",SUM(J585:J598)
2019,宜蘭縣,梅,0,0,0,0,0,0,0
2019,新竹縣,梅,440,440,1.75,1.75,13.34,3354.29,5.87
2019,苗栗縣,梅,9319,9319,27.88,27.88,15.8,5280.31,147.215
2019,彰化縣,梅,226,226,0.48,0.48,7.35,3462.5,1.662
2019,南投縣,梅,323603,323603,1082.23,1082.23,6.53,1952.06,2112.579
2019,雲林縣,梅,5720,5720,22,22,9,2340,51.48
2019,嘉義縣,梅,17442,17442,59.26,59.26,20.98,6175.06,365.934
2019,屏東縣,梅,400,400,1,1,15.3,6120,6.12
2019,台東縣,梅,144962,141500,574.89,555.01,9.4,2396.76,1330.224
2019,花蓮縣,梅,19694,18260,82.25,77.24,3.41,806.98,62.331
2019,澎湖縣,梅,0,0,0,0,0,0,0
2019,基隆市,梅,0,0,0,0,0,0,0
2019,新竹市,梅,0,0,0,0,0,0,0
2019,嘉義市,梅,0,0,0,0,0,0,0
2019,福建省,梅,SUM(D600:D601),SUM(E600:E601),SUM(F600:F601),SUM(G600:G601),"IF(E599=0,0,ROUND(J599/E599*1000,2))","IF(G599=0,0,ROUND(J599/G599*1000,2))",SUM(J600:J601)
2019,金門縣,梅,0,0,0,0,0,0,0
2019,連江縣,梅,0,0,0,0,0,0,0
2019,新北市,荔枝,0,0,0,0,0,0,0
2019,台北市,荔枝,0,0,0,0,0,0,0
2019,桃園市,荔枝,0,0,0,0,0,0,0
2019,台中市,荔枝,507458,502892,1873.11,1854.94,12.19,3304.34,6129.348
2019,台南市,荔枝,274012,274012,909.19,909.19,11.99,3612.94,3284.846
2019,高雄市,荔枝,907160,907160,3179.03,3179.03,7.58,2161.85,6872.595
2019,臺灣省,荔枝,SUM(D609:D622),SUM(E609:E622),SUM(F609:F622),SUM(G609:G622),"IF(E608=0,0,ROUND(J608/E608*1000,2))","IF(G608=0,0,ROUND(J608/G608*1000,2))",SUM(J609:J622)
2019,宜蘭縣,荔枝,475,469,1.78,1.76,23.06,6146.02,10.817
2019,新竹縣,荔枝,1041,1027,3.62,3.57,21.25,6111.76,21.819
2019,苗栗縣,荔枝,7639,7639,28.94,28.94,13.93,3676.61,106.401
2019,彰化縣,荔枝,281928,281578,881.83,880.83,9.27,2961.84,2608.874
2019,南投縣,荔枝,335593,332721,1331.2,1318.79,6.15,1552.37,2047.248
2019,雲林縣,荔枝,19551,19216,69.94,68.84,12.04,3360.36,231.327
2019,嘉義縣,荔枝,208450,208362,848.09,847.79,11.5,2825.35,2395.305
2019,屏東縣,荔枝,146468,141773,555.15,536.78,5.57,1469.94,789.034
2019,台東縣,荔枝,32296,32248,110.61,110.46,17.04,4975.75,549.621
2019,花蓮縣,荔枝,237,195,0.86,0.71,13.26,3642.25,2.586
2019,澎湖縣,荔枝,0,0,0,0,0,0,0
2019,基隆市,荔枝,0,0,0,0,0,0,0
2019,新竹市,荔枝,11769,11769,41.3,41.3,11.67,3325.76,137.354
2019,嘉義市,荔枝,13628,13628,49.2,49.2,5,1384.96,68.14
2019,福建省,荔枝,SUM(D624:D625),SUM(E624:E625),SUM(F624:F625),SUM(G624:G625),"IF(E623=0,0,ROUND(J623/E623*1000,2))","IF(G623=0,0,ROUND(J623/G623*1000,2))",SUM(J624:J625)
2019,金門縣,荔枝,7,7,0.01,0.01,2.57,1800,0.018
2019,連江縣,荔枝,0,0,0,0,0,0,0
2019,新北市,橄欖,0,0,0,0,0,0,0
2019,台北市,橄欖,0,0,0,0,0,0,0
2019,桃園市,橄欖,640,640,2,2,11,3520,7.04
2019,台中市,橄欖,4873,4768,15.71,15.41,25.32,7834,120.722
2019,台南市,橄欖,4376,4376,12.5,12.5,19.87,6955.92,86.949
